26,26,25,26,26,26,26,25,26,26,25,25,26,26,25,26,25,25,25,26,26,25,25,25,26,25,26,26,26,26,25,26,26,26,25,26,26,26,25,26,26,25,25,25,26,25,25,25,26,26,25,26,26,25,26,25,25,25,26,25,26,26,25,26,26,26,26,26,25,26,26,26,25,25,26,25,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,27,26,27,27,26,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,26,25,26,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,25,26,26,25,26,26,26,26,26,25,25,26,26,26,26,26,25,25,25,25,25,26,25,26,25,26,26,25,26,25,25,25,25,25,26,25,26,26,26,26,25,25,25,25,26,25,25,25,26,25,25,26,25,26,26,25,25,26,26,26,26,25,25,25,25,25
25,25,25,25,25,26,25,26,25,26,25,25,26,25,25,26,26,25,25,26,26,26,26,26,26,26,25,26,25,25,25,26,26,26,25,26,26,25,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,25,26,26,26,26,26,25,25,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,27,26,27,27,26,27,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,25,26,26,25,26,26,26,26,25,26,25,26,26,26,25,26,26,26,26,26,26,25,26,26,25,25,25,25,25,26,26,26,25,25,25,25,26,25,26,25,26,25,25,25,25,25,25,25,25,25,26,25,25,26,25,25,25,25,26,25,25,26,25,25,25,25,25,26,25,25,25,26,25
25,25,25,25,25,26,25,26,26,26,26,25,26,25,26,26,26,25,26,26,26,25,25,26,25,26,26,25,26,25,26,25,26,26,26,26,26,26,25,25,26,26,26,26,26,25,25,25,26,26,26,25,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,25,26,25,26,25,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,25,26,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,25,25,26,25,26,25,26,26,26,25,26,26,25,26,25,25,25,26,26,25,25,26,26,26,26,25,26,25
26,26,26,25,26,26,25,25,25,26,26,26,25,25,26,26,25,26,26,25,26,26,25,26,25,26,26,26,26,26,25,26,25,25,25,25,26,26,26,26,26,26,25,26,25,26,26,25,26,26,25,25,26,25,26,25,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,26,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,25,26,26,26,26,25,26,25,25,25,26,26,26,26,25,26,25,26,26,25,25,25,26,26,25,26,25,26,26,26,25,25,26,25,26,25,26,25,25,26,26,25,25,25,25,26,25,25,26,25
25,26,26,26,25,25,26,25,26,26,26,26,25,25,26,26,26,26,25,25,25,25,25,25,26,26,26,26,26,25,26,26,25,26,26,26,25,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,25,26,26,25,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,25,25,26,26,26,25,25,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,25,26,26,25,25,26,26,25,26,25,25,26,26,26,25,26,26,26,25,26,26,25,25,26,26,26,25,25,25,26,26,26,26,25,25,25,25,25,25,25,26,26,25,26,26,25,26,26,25,26,25,25,25,26,26,25,25,25,26
26,26,26,26,25,25,26,25,25,26,26,26,26,25,26,26,26,26,25,25,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,25,25,26,26,26,26,26,25,26,25,25,25,25,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,25,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,26,25,25,26,26,26,26,26,26,25,26,26,25,26,25,25,26,25,26,26,25,26,26,26,26,25,26,26,26,26,26,26,25,25,25,26,25,26,25,26,25,26,25,26,25,26,26,25,25,25,25,25,25,26,26,25,25,25,25,25,26,26,25,26,25,25,26,25,25
26,26,26,26,26,26,25,25,25,26,25,25,25,26,26,25,25,25,26,25,25,25,26,25,26,25,26,26,26,26,26,25,26,26,25,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,25,26,25,25,26,25,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,25,26,26,25,25,26,26,26,26,26,25,26,26,25,25,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,25,26,26,25,25,25,25,26,26,25,25,26,25,25,26,26,26,25,25,26,26,26,26,26,26,25,26,25,26,25,25,26,25,26,25
26,25,25,26,26,26,25,25,25,25,26,26,26,25,25,25,25,26,25,25,26,26,26,26,26,25,25,26,25,26,25,25,26,26,26,26,26,25,25,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,25,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,25,25,26,26,25,26,26,26,26,26,26,26,26,25,26,25,26,25,25,25,25,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,25,25,26,25,25,26,25,26,26,25,25,26,25,26,26,26,25,25,25,25,26,25,25,25,26,26,26,26,26,26,25,25,26,26,26
25,26,26,26,25,26,26,25,26,26,26,26,25,26,25,26,26,25,25,26,26,26,25,26,26,25,26,26,25,25,25,26,26,25,26,25,26,26,26,26,26,26,25,25,25,25,25,26,26,25,26,25,25,26,26,26,25,25,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,25,26,25,26,26,26,25,26,25,26,26,26,25,26,26,25,25,26,26,26,25,26,25,26,25,26,25,25,26,26,25,26,25,25,26,25,25,25,26,25,26,25,25,25,25,26,25,25,26,26,26,25,26,25,25,25,25,26,25,25,26,26,26,26,25,26
25,25,26,26,26,26,26,26,25,25,26,26,25,26,26,26,25,26,26,25,26,25,25,26,26,26,25,26,26,26,25,25,25,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,25,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,27,26,27,27,27,27,27,27,27,27,27,27,27,28,28,28,27,28,28,28,27,27,27,27,26,27,27,26,26,27,27,26,27,26,26,27,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,25,25,26,26,26,26,26,26,26,26,25,26,26,25,26,25,26,26,25,25,26,26,26,25,26,26,26,26,25,26,26,25,25,26,26,26,26,26,26,25,26,26,25,25,26,25,26,25,26,25,26,25,25,26,25,26,26,26,25,26,26,25,26,26,26,25,26,26,26,26,26,26,26,25
26,26,25,26,26,25,25,26,26,26,26,26,25,25,26,26,26,26,25,25,25,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,25,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,27,26,27,27,27,27,27,27,27,27,28,27,28,28,28,27,28,28,27,27,27,27,27,27,27,27,27,26,27,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,25,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,26,25,26,26,26,26,26,25,26,26,25,26,26,25,26,26,26,26,26,25,25,25,26,25,26,26,26,26,25,25,25,26,25,25,26,26,26,25,25,25,26,25,26,25,25,25,26
26,26,26,25,26,26,25,26,26,26,26,26,26,25,25,25,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,25,26,25,26,25,25,25,26,26,26,26,26,26,26,25,26,25,25,26,26,26,26,26,26,26,25,26,26,25,26,25,25,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,26,27,27,27,27,27,27,28,27,27,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,26,26,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,25,25,26,26,26,25,26,26,25,26,26,26,26,26,25,26,25,25,26,25,26,26,26,26,25,26,26,26,26,25,26,25,26,25,25,26,26,26,26,25,26,26,26,26,25,26,26,25,25,26,25,25,25,25,25,26,26,25,25,26,26,25,26,25
25,26,25,25,26,26,26,26,25,25,26,26,25,25,26,26,26,25,26,26,25,25,26,26,25,26,25,26,25,26,26,26,26,26,26,25,26,26,25,26,25,25,26,26,26,25,26,25,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,25,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,26,27,27,26,26,27,26,26,27,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,25,26,25,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,25,26,26,25,25,26,26,25,26,25,26,26,26,26,26,25,26,25,26,25,26,26,25,26,26,25,25,26,26,25,25,25,26,25,25,26,26,26,25,25,26,25,25,26,25,26,26,26,25,25,25,26,25,25,26,25,25
25,26,26,25,26,25,26,26,25,25,26,25,25,25,25,25,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,25,26,25,26,26,26,25,26,26,26,25,26,26,26,26,25,25,25,25,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,27,27,27,27,27,27,27,28,28,28,28,28,28,29,28,28,28,28,28,27,27,27,27,27,27,27,27,27,26,27,27,26,26,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,25,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,25,26,26,26,25,26,25,26,26,26,25,26,25,26,25,26,25,26,26,26,25,26,26,26,26,26,25,26,25,26,26,25,25,26,26,25,26,25,25,26,26,25,26,26,26,25,26,25,26,25,26,26,25,26,25,25,26,25,26,26,25,26,25,26,26,25,25,26,25,25,26,25,25,25,25,26
26,26,26,25,26,25,26,26,26,25,26,26,25,25,25,25,25,26,26,25,26,25,26,26,25,26,26,26,26,26,25,26,25,25,26,26,26,26,25,26,26,26,25,25,26,26,25,26,26,26,25,25,26,25,26,25,26,26,26,26,26,26,26,25,26,26,25,26,26,26,25,26,26,25,25,26,25,25,26,26,25,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,26,26,26,26,27,27,27,27,27,27,28,28,29,28,28,28,28,29,29,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,25,26,26,25,26,25,26,26,26,26,25,26,26,26,25,26,25,25,26,26,26,26,26,26,26,26,25,25,26,25,26,25,25,26,26,26,25,26,26,25,26,25,25,25,26,25,25,26,26,25,26,26,25,25,25,26,26,26,26,26,25,25,26,25,25,25,25,25,26
25,26,26,26,25,26,26,26,26,25,26,26,26,25,25,25,25,26,25,26,25,25,25,26,25,26,26,25,26,26,25,26,25,26,26,25,25,26,25,25,26,26,25,25,26,26,26,26,26,25,26,26,25,25,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,26,27,26,26,27,27,26,27,27,27,27,27,28,28,28,29,29,28,28,28,29,29,28,28,28,28,28,27,27,27,28,27,27,27,27,27,27,27,27,26,27,27,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,25,25,26,26,26,26,25,26,26,26,26,26,26,25,25,25,25,26,26,25,25,25,25,26,25,25,25,26,26,25,25,25,26,25,25,25,26,25,26,25,25,26,25,26,25,26,25,26,25,25,26,25,25,25,25,26,26,25,25,25,26
26,25,26,25,26,25,26,26,26,25,26,26,25,26,26,26,26,26,25,26,26,25,25,25,26,26,26,26,26,26,26,26,25,25,26,26,25,26,26,26,26,26,25,25,25,25,26,26,25,25,26,26,26,25,26,26,26,26,26,26,25,26,26,25,25,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,25,26,26,26,25,26,25,26,25,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,27,27,27,27,27,27,28,28,28,29,29,29,29,29,29,29,28,28,28,28,27,28,28,27,27,27,27,27,27,27,27,27,27,27,27,26,26,27,27,27,26,26,27,26,27,26,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,26,26,26,26,25,26,25,26,26,26,25,25,26,26,26,26,26,25,25,26,25,26,25,26,26,26,26,25,26,25,26,25,25,26,25,26,26,26,26,26,26,26,25,26,26,25,25,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,25,25,26,26,25,26,26,26,26,26,25,26,25,26,25,25,26
25,25,25,25,25,26,26,25,26,25,26,26,26,25,26,25,26,25,25,26,25,26,25,26,25,25,26,25,26,25,26,26,26,25,26,25,25,26,26,26,25,26,26,25,26,26,25,25,25,26,25,25,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,25,26,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,27,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,27,27,27,28,27,27,27,27,26,27,27,27,26,26,26,26,26,27,26,27,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,25,26,26,26,26,26,26,25,26,26,25,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,25,25,26,25,26,26,26,25,26,26,26,26,26,25,25,26,25,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,25,26,25,26,25,26,25,25,25,25,25,26,25,26,26,26,25,26,25
